user_name,text,link
yukiya01,내가 이명박을 명바기 금마는 이라고 안하는데 바그네라고는 해도 바그네 그년은 이라고 안하는데 왜 노무현 문재인 대통령님을 금마는 이라고 옆집 동생부르듯이 ㅡㅡ 행여 나이가 더 많은 분이라도 기본적으로 존중을 안해주는게 속상함,https://twitter.com/yukiya01/status/1134247791339888641
kimyh77,문재인 대통령은 이 사실을 알아보시고 맞는 보도라면 김수현이를 당장 사퇴시키십시요. [`청와대 김수현 정책실장이 `4대강 정상화` 가로막아`...] #오마이뉴스 @ohmynews_korea,https://twitter.com/kimyh77/status/1134247445641121792
sydbris,"스티븐 월트 하버드대 국제정치학 교수 ""독재자들, 사기꾼들, 과대망상 왕자, 자기중심적 멍청이들 등이 국제정치 무대를 지배하고 있어 힘든 게 사실이지만, 그래도 밤 하늘에 밝게 빛나는 별들이 있다. 인내심과 관용, 분별력과 유연함, 끈기를 갖춘 문재인 대통령과 메르켈 총리에게 감사한다.""",https://twitter.com/sydbris/status/1134247296374206464
paul_abodt,김대중은 차씨랑 살았대. 김대중은 카톨릭+동학이래. 이걸 지향한게 김선직이래. 김선직이 문재인 정권에 붙는게 영국 성공회니까 문재인은 카톨릭이 아니래. 문재인이 영국 성공회애래. 영국은 문재인을 움직일 수 있대. 영국 성공회가 에딘버러대학을 폐교한대. 벨이 영국 성공회래.,https://twitter.com/paul_abodt/status/1134247061350539264
hart5201,전대협이 전국에 삐라 10만장을 뿌렸는데 문재인과 경찰이 국가보안법상에 이적성을 검토하겠다고 합니다.이놈들이 제정신입니까? 적은 북한인데 그리고 급했나 봅니다. 국가보안법? 어이가 없음. 이정권이 끝나면 북한 마약 불법 유통 혐의로 누가 여적죄로 사형당하나 보자. ,https://twitter.com/hart5201/status/1134247022867828736
ESP389011,한국의 문재인 대통령은 당국이 사고 원인을 조사하기 위해 헝가리 정부와 협력할 것이라고 말했다.,https://twitter.com/ESP389011/status/1134246681602535426
ESP389011,문재인 대통령은 이날 서울에서 가장 중요한 것은 속도다.,https://twitter.com/ESP389011/status/1134246627055587328
6nbctQAMVWOYa9X,대통령님 건강하세요 대한민국의 품격이 많이 올라갔어요 여행을 다녀보면 느껴집니다 대한민국 사람으로써 자랑스럽습니다,https://twitter.com/6nbctQAMVWOYa9X/status/1134246008701849600
KikaiMaityang,택시 기사가 문재인은 안보때문에 안된다고 하자... -부산- ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,https://twitter.com/KikaiMaityang/status/1134245979278831617
punner,"문재인정권에서는 책임지고 물러난 공직자 없고, 모든 책임은 야당에게 돌렸지. ㅋㅋㅋㅋ 아, 김의겸 물러났지만 그건 업무 실패 책임진 게 아니라 투기 혐의로 물러난 거지. 김의겸은 대출이자 잘 내고 있냐? 유쉬민은 건강보험료 잘 내고 있냐? ",https://twitter.com/punner/status/1134245875859853314
mikotozzang,제 주변에서도 많이 보는 현상인데요. 참 희한한 것은 문재인 대통령을 단순히 감정적으로만 싫어한다는 겁니다. ,https://twitter.com/mikotozzang/status/1134245838505463808
mokpoll2,어쩌면 문재인에대한 과도한 공포감은 쇼가 아니라 저들 망상에서 문재인이 정말로 공작정치중인거고 그것이 '수권능력'을 가진것처럼 보여서 진지하게 위기감을 느끼는걸수도 있음. 당연하지만 그런적 없다 걍 니들을 봐주지 않을 뿐이지.,https://twitter.com/mokpoll2/status/1134245734528606209
7I1JKrjfEe9BQJm,문재인 대통령의 탄핵을 청원합니다. &gt; 대한민국 청와대 ,https://twitter.com/7I1JKrjfEe9BQJm/status/1134245285150879744
vkfehrkdtks37,"문재인 지지율 최악의 사태 발생 15%, 그런데도 언론은 밝히지 않는 이유가 무엇인가? https://youtu.be/nwgqgLdMXJI 출처 @YouTube",https://twitter.com/vkfehrkdtks37/status/1134245261666992129
punner,"문재인정권이 할 수 있는 일은 그 유람선이 어느 회사 배인지, 그 회사 자녀들이 뭐 하는지, 헝가리 정보당국이 실소유주는 아닌지, 헝가리 대통령은 사고발생시부터 사망자 시신 인양할 때까지 뭐 했는지... 이런 거잖아. 구조? 늬들이 구조를 해 봤어? ",https://twitter.com/punner/status/1134245005483171841
Dlrecycle,문재인이 당신들같은 사람들 지지를 받아서 다행..,https://twitter.com/Dlrecycle/status/1134244667975917568
noelcarolhan,"이게 살인마 집단이지 어떻게 국가라고... 문재인아, 이런 것들하고 잘 놀고 있지??? 대한민국 개돼지들아, 이런 것들도 민족이라고 쌀 퍼다줘라! 친중종북좌파 악귀들아, 이것들이 바로 너희의 자화상이다! http://news.chosun.com/site/data/html_dir/2019/05/31/2019053100057.html?utm_source=facebook&amp;utm_medium=share&amp;utm_campaign=news",https://twitter.com/noelcarolhan/status/1134244666407358464
hwanwoog,실로 유감스런 일이 아닐 수 없습니다. 추가 생존자가 확인되면 얼마나 좋으련만... 유가족 여러분께도 심심한 위로의 마음 전합니다. 사고 수습에 박차를 가해 주시길 당부드립니다.,https://twitter.com/hwanwoog/status/1134244508802011136
meritsun,자유한국당은 문재인 정부 아니 대한민국 망하길 바라는 정당 인가요?,https://twitter.com/meritsun/status/1134244228194742272
weon970627,문재인 대통령님인 비하발언안하지만 문재인 대통령닝 지지자들 욕은 해도 되다라는 말도 안되는 모순에 빠져서 사는분? ,https://twitter.com/weon970627/status/1134243574382354432
kang0101381,국가 위기 자초한 문재인 국민은 없고 진영만 있나 http://cafe.daum.net/pack0001/Yee3/14257?sns=twitter&amp;svc=sns,https://twitter.com/kang0101381/status/1134243211893805056
stealthf1171,문재인도 세월호 학살 공범이였다. 일본 후지𝗧𝗩 세월호 생존자 인터뷰 및 침몰 사고 재구성 충격 영상 https://youtu.be/yq0kNWcjoGc @YouTube 님이 공유,https://twitter.com/stealthf1171/status/1134242952073449472
KRKZTOHO,왜 문재인 닮았냐,https://twitter.com/KRKZTOHO/status/1134242806124371968
kaiowa3,"헝가리 부다페스트 선박사고로 실종되신 분들 모두 가족의 품으로 돌아 오길 바랍니다. 문재인 정부의 위기 관리 대응이 신속히 이루어지고 있는데, 세월호때의 기레기들의 언론보도 태도와 박근혜 정부의 어이없는 대응등으로 별이된 아이들이 또 생각나게 되서 너무 화가난다. 세월호...",https://twitter.com/kaiowa3/status/1134242552645767168
msfp611,"진심이다. 어릴적 내 꿈은 대통령이었다가, 과거 존경하던 노무현 대통령의 임직을 목도하고 어차피 가망없던 꿈을 접었다. 근데 아이러니하게도 이번에 또 간다는 문재인씨의 부부동반 여행 소식을 듣고 은근히 대통령도 할만한것 같다는 생각이 든다. 더구나 그의 국정운영 방식을 보면.",https://twitter.com/msfp611/status/1134242474128396288
ifc0826,문재인이 선정한 대한민국 일자리 으뜸기업에 선정된 YG. 그냥 기가 차네요/최석태/ (출처 : 달리는 사.. | https://blog.naver.com/choisttt/221550909710 블로그) http://naver.me/xpqbVzcu,https://twitter.com/ifc0826/status/1134241687767621632
sundown2050," 총선이 다가오면 불협화음이 있다 치는데, 민주당은 무슨 놈어 전통인지 집권하고부터 지랄들이다. 노무현 대통령을 당선 시켜놓고 반노 짓거리. 지금 문프에게는 노골적으로 표현은 안하지만. 문파들 왕따놓는 민주당 거시기들 말이여. 그거 문재인 대통령 때리지 못하니까 대신 엿먹이는 거잖어?",https://twitter.com/sundown2050/status/1134241683959271425
hist114,정말 '문제'인 ‘문재인 케어’ [공병호TV] ,https://twitter.com/hist114/status/1134241622273794049
