user_name,text,link
zDX4QtieJ3bltVQ,"거리에서 교통신호는 약속이다. 만약 이 약속을 지키지 않는다면, 큰 사고와 혼란이 올 것이다. 대통령이 약속을 지키지 않는다면 ? 문재인 대통령은 약속을 지키시오. 전교조 법외노조 철회와 해직교사 복직을 !!!",https://twitter.com/zDX4QtieJ3bltVQ/status/1200564753082408961
zDX4QtieJ3bltVQ,"거리에서 교통신호는 약속이다. 만약 이 약속을 지키지 않는다면, 큰 사고와 혼란이 올 것이다. 대통령이 약속을 지키지 않는다면 ? 문재인 대통령은 약속을 지키시오. 전교조 법외노조 철회와 해직교사 복직을 !!!",https://twitter.com/zDX4QtieJ3bltVQ/status/1200564708316569600
donggeul,이런 썩어빠진 인사를총리에 지명하는 문재인은 이미 화복이 불가능한 길을 걷고 있다. 국민은 정신차려야 한다. ,https://twitter.com/donggeul/status/1200564552154222592
lucky5397,문재인이 자체가 종북좌파니 종북좌파가 독물빨러 모여들어 득실득실함. 정상인이라면 이들의 정책 방향이 전혀 이해가 안될것,https://twitter.com/lucky5397/status/1200564188373872641
YounhongC,강화 되어야 할 안보태세 상황에서 국민의 안전에는 관심없는 문재인 정권. 오로지 정권 유지와 종북 아이디어 창출에 여념 없는 꼴통 정권. [VOA 모닝 뉴스] 11월 30일 https://youtu.be/WfMgsLsWdTM via @YouTube,https://twitter.com/YounhongC/status/1200564158116200449
cAqrG6KN5beZwHf,"""20년 집권도 짧다. 나 죽기 전엔 정권 안 뺏긴다"" …➘선거에 개입하고 야당 후보를 낙선시킨 권력기관은 청와대와 그 하수였던 경찰이다. 그 중에 우두머리는 문재인 현 대통령이다. 대통령이 앞장서서 국기를 문란하고 민주주의 근간을 무너뜨렸다. 즉시 탄핵하여야 한다. ",https://twitter.com/cAqrG6KN5beZwHf/status/1200563416936538113
cleanup_evil,사학재단 비리에 무능력한 나경원은 사퇴해야한다. 자한당은 깨끗한 원내대표 내세워라. 사학재단 얘기가 나오니 웅동학원 거덜낸 조국 가족이 생각난다. 이런 사기꾼 집안 인간을 법무부 장관으로 앉혔다는 것은 문재인 정권 주변 실세들의 부패한 실상을 그대로 보여주는 것이다. 도둑이 너무 많다.,https://twitter.com/cleanup_evil/status/1200563389811920897
viva_tweet1,"노영민 ""고래고기 사건 때문에 간 것""… 野 ""고래가 친인척이냐"" 울산에는 문재인 친인척 중에 고래가 있겠지 @moonriver365 ",https://twitter.com/viva_tweet1/status/1200563136111075329
chang301411,문재인은 국민과의 대화에서 집값이 잡혔다고 방송나와서 말 했는데?? ,https://twitter.com/chang301411/status/1200563061381165056
Eveooll,흡잡을데 없는 정부 일잘하는 정부 정말고맙습니다 너무 흐믓하네요 문재인정부 최고,https://twitter.com/Eveooll/status/1200562631423119361
DAjeossi,문재인은 문제가 뭔지도 모른다는 말에.. 공감백배.,https://twitter.com/DAjeossi/status/1200562359439216641
good_ruck3,문재인의 부동산이 안정되고 자신 있다는 말 듣고 진짜 제정신인가 싶더라..,https://twitter.com/good_ruck3/status/1200562016374509569
lucky5397,트럼프와 문재인의 평화쑈가 그들에게 정치적 이득을 줄수 있을지 모르나 그덕에 한국은 풍전등화 퍼팩트스톰을 맞이하여 거덜 날수도있다는것을 분명히 알아야 한다 국운의 갈림길. [朝鮮칼럼 The Column] 퍼펙트 스톰 (출처 : 조선일보 | 네이버 뉴스) http://naver.me/5xiSPAEc,https://twitter.com/lucky5397/status/1200562015271436288
shwiyong,문재인대통령 말은 대부분이 뻥이다. 대한민국 70년역사상 통계를 조작하고 잘못된것은 변명이나하고 남에게 전가하거나 감춘 대통령은 문재인이가 유일하다. 거짓말하는 자는 대통령 자격이 없다. 하루바삐 문재인을 끌어내야 대한민국이 산다,https://twitter.com/shwiyong/status/1200561804297945088
marillion13,#Sociopaths!!! ,https://twitter.com/marillion13/status/1200561280240803842
HyeongNe,"김종인, “국정 전반에 어디 하나 편한 곳이 없다. 그런데 문재인 대통령이 그런 문제 자체를 모르는 게 더 문제다.” ",https://twitter.com/HyeongNe/status/1200560931987587072
lis000333,"스스로 잡사인 걸 알리는구나~!!! 반대할 이유가 없는데도 그런다~??? 자신들이 부정부패, 비리 자체라고 말하다니 정신줄 놓았군~!!! 너네들 비정상, 버린다~!!! 기독교 목회자 3000명 “우리는 문재인을 버린다”...공수처-연동형비례제 반대 시국선언 발표 - 펜앤드마이크 - ",https://twitter.com/lis000333/status/1200560395305414656
hist114,"윤석열, 큰 칼 준비했다!!! 공수처법 통과 전 문재인 친다!!! (전영기 전 중앙일보 칼럼니스트) / 신의한수 ",https://twitter.com/hist114/status/1200560254439825410
peace_n_love_81,@moonriver365 #문재인최고 #조국수호 #정경심석방 #검찰개혁 #공수처설치 #나라와_평화를위한_100일기도 #39일차 #2019월1130 #문수성지 #적멸보궁 #성지순례 #Respect #Buddha #loveBuddha #함께잘사는나라 #새로운100년 #평화와번영의한반도 ,https://twitter.com/peace_n_love_81/status/1200560191952969728
